MainIsland,Region,Province,LegislativeDistrict,Municipality,DistrictEngineeringOffice,ProjectId,ProjectName,TypeOfWork,FundingYear,ContractId,ApprovedBudgetForContract,ContractCost,ActualCompletionDate,Contractor,ContractorCount,StartDate,ProjectLatitude,ProjectLongitude,ProvincialCapital,ProvincialCapitalLatitude,ProvincialCapitalLongitude
Luzon,Region III,Bulacan,BULACAN (FIFTH LEGISLATIVE DISTRICT),GUIGUINTO (BULACAN),Bulacan 1st District Engineering Office,P00845982LZ,"Rehabilitation of Ugong Creek, Guiguinto, Bulacan",Rehabilitation / Major Repair of Flood Control Structure,2024,24CC0159,4.949969853E7,4.949995976E7,2024-08-25,"A.L. SALAZAR CONSTRUCTION, INC.",1,2024-02-28,14.826069,120.896641,Malolos City,14.8467,120.8106
Luzon,Region III,Bulacan,BULACAN (FIFTH LEGISLATIVE DISTRICT),GUIGUINTO (BULACAN),Bulacan 1st District Engineering Office,P00845969LZ,"Construction of Guiguinto Flood Control Structure, Pritil Section, Guiguinto, Bulacan",Construction of Flood Mitigation Structure,2024,24CC0156,1.979948772E7,1.97991981E7,2024-06-28,JOSE RUBI CONSTRUCTION,1,2024-03-01,14.856509,120.872727,Malolos City,14.8467,120.8106
Luzon,Region III,Bulacan,BULACAN (FIFTH LEGISLATIVE DISTRICT),GUIGUINTO (BULACAN),Bulacan 1st District Engineering Office,P00845983LZ,"Construction of Waterways and Flood Control Structure along Guiguinto River, Brgy. Malis, Guiguinto, Bulacan",Construction of Flood Mitigation Structure,2024,24CC0157,2.969936793E7,2.969946305E7,2024-06-25,RJR CALCON CORP.,1,2024-03-01,14.84621,120.88025,Malolos City,14.8467,120.8106
Luzon,Region III,Bulacan,BULACAN (FIFTH LEGISLATIVE DISTRICT),GUIGUINTO (BULACAN),Bulacan 1st District Engineering Office,P00820820LZ,"Construction of Flood Mitigation Structure and Improvement of Waterways along Guiguinto River, Barangay Daungan, Guiguinto, Bulacan",Construction of Flood Mitigation Structure,2024,24CC0069,2.894990816E7,2.89498219E7,2024-10-15,GREAT PACIFIC BUILDERS AND GEN. CONTRACTOR INC.,1,2024-03-20,14.850212,120.878913,Malolos City,14.8467,120.8106
Luzon,Region III,Bulacan,BULACAN (FIFTH LEGISLATIVE DISTRICT),GUIGUINTO (BULACAN),Bulacan 1st District Engineering Office,P00823467LZ,"Construction of Flood Control Structure along Guiguinto River, Malis Section, Guiguinto, Bulacan",Construction of Flood Mitigation Structure,2024,24CC0142,9.64999711E7,9.649996829E7,2024-06-11,WAWAO BUILDERS,1,2024-03-20,14.832546,120.877677,Malolos City,14.8467,120.8106
Luzon,Region III,Bulacan,BULACAN (FIFTH LEGISLATIVE DISTRICT),GUIGUINTO (BULACAN),Bulacan 1st District Engineering Office,P00839480LZ,"Construction of Slope Protection Structure and Waterways, Barangay Daungan, Guiguinto, Bulacan",Construction of Slope Protection Structure,2024,24CC0054,6.92999067E7,6.929998821E7,2024-10-14,TOPNOTCH CATALYST BUILDERS INC. / BEAM TEAM DEVELOPER SPECIALIST INC.,2,2024-03-20,14.850763,120.879572,Malolos City,14.8467,120.8106
Luzon,Region III,Bulacan,BULACAN (FIFTH LEGISLATIVE DISTRICT),GUIGUINTO (BULACAN),Bulacan 1st District Engineering Office,P00839481LZ,"Construction of Slope Protection Structure and Waterways, Barangay Malis, Guiguinto, Bulacan",Construction of Slope Protection Structure,2024,24CC0057,5.939996849E7,5.939963941E7,2024-09-17,TOPNOTCH CATALYST BUILDERS INC. / BEAM TEAM DEVELOPER SPECIALIST INC.,2,2024-03-20,14.85024,120.87256,Malolos City,14.8467,120.8106
Luzon,Region III,Bulacan,BULACAN (FIFTH LEGISLATIVE DISTRICT),GUIGUINTO (BULACAN),Bulacan 1st District Engineering Office,P00845799LZ,"Construction/Improvement of Slope Protection Structure and Waterways, Brgy. Sta. Cruz, Guiguinto, Bulacan",Construction of Slope Protection Structure,2024,24CC0150,9.899920909E7,9.899891462E7,2025-01-08,TOPNOTCH CATALYST BUILDERS INC. / ONE FRAME CONSTRUCTION INC.,2,2024-04-23,14.84624,120.874155,Malolos City,14.8467,120.8106
Luzon,Region III,Bulacan,BULACAN (FIFTH LEGISLATIVE DISTRICT),GUIGUINTO (BULACAN),Bulacan 1st District Engineering Office,P00845803LZ,"Construction/Improvement of Slope Protection Structure and Waterways, Brgy. Pritil, Guiguinto, Bulacan",Construction of Slope Protection Structure,2024,24CC0290,9.899981335E7,9.899965635E7,2024-10-14,TOPNOTCH CATALYST BUILDERS INC. / ONE FRAME CONSTRUCTION INC.,2,2024-04-25,14.856509,120.872827,Malolos City,14.8467,120.8106
Luzon,Region III,Bulacan,BULACAN (FIRST LEGISLATIVE DISTRICT),HAGONOY (BULACAN),Bulacan 1st District Engineering Office,P00838384LZ,"Construction of Riverbank Protection Structure at Barangay Abulalas, Hagonoy, Bulacan",Construction of Slope Protection Structure,2024,24CC0007,7.719998583E7,7.719998825E7,2024-04-22,DARCY & ANNA BUILDERS & TRADING,1,2024-02-07,14.853498,120.765717,Malolos City,14.8467,120.8106
Luzon,Region III,Bulacan,BULACAN (FIRST LEGISLATIVE DISTRICT),HAGONOY (BULACAN),Bulacan 1st District Engineering Office,P00838395LZ,"Construction of Riverbank Protection Structure at Barangay Carillo, Hagonoy, Bulacan",Construction of Slope Protection Structure,2024,24CC0011,7.71999863E7,7.719991856E7,2024-04-19,DARCY & ANNA BUILDERS & TRADING,1,2024-02-07,14.860888,120.76409,Malolos City,14.8467,120.8106
Luzon,Region III,Bulacan,BULACAN (FIRST LEGISLATIVE DISTRICT),HAGONOY (BULACAN),Bulacan 1st District Engineering Office,P00838397LZ,"Construction of Riverbank Protection Structure at Barangay Iba, Hagonoy, Bulacan",Construction of Slope Protection Structure,2024,24CC0013,7.719998241E7,7.719919234E7,2024-09-03,WAWAO BUILDERS,1,2024-02-07,14.860205,120.766335,Malolos City,14.8467,120.8106
Luzon,Region III,Bulacan,BULACAN (FIRST LEGISLATIVE DISTRICT),HAGONOY (BULACAN),Bulacan 1st District Engineering Office,P00838398LZ,"Construction of Riverbank Protection Structure at Barangay Iba-Ibayo, Hagonoy, Bulacan",Construction of Slope Protection Structure,2024,24CC0014,7.719999332E7,7.719755867E7,2024-10-03,WAWAO BUILDERS,1,2024-02-07,14.871714,120.770278,Malolos City,14.8467,120.8106
Luzon,Region III,Bulacan,BULACAN (FIRST LEGISLATIVE DISTRICT),HAGONOY (BULACAN),Bulacan 1st District Engineering Office,P00838411LZ,"Construction of Riverbank Protection Structure at Barangay San Miguel, Hagonoy, Bulacan",Construction of Slope Protection Structure,2024,24CC0019,7.719997968E7,7.71945706E7,2024-12-02,JUSTBILT BUILDERS,1,2024-02-07,14.859313,120.737995,Malolos City,14.8467,120.8106
Luzon,Region III,Bulacan,BULACAN (FIRST LEGISLATIVE DISTRICT),HAGONOY (BULACAN),Bulacan 1st District Engineering Office,P00823356LZ,"Constructionmprovement of Flood Mitigation Structure at Carillo, Hagonoy, Bulacan",Construction of Flood Mitigation Structure,2024,24CC0181,7.719991957E7,7.719990953E7,2024-10-24,11-16 CONSTRUCTION,1,2024-02-28,14.860424,120.765576,Malolos City,14.8467,120.8106
Luzon,Region III,Bulacan,BULACAN (FIRST LEGISLATIVE DISTRICT),HAGONOY (BULACAN),Bulacan 1st District Engineering Office,P00823357LZ,"Construction/lmprovement of Flood Mitigation Structure at Mercado, Hagonoy, Bulacan",Construction of Flood Mitigation Structure,2024,24CC0179,7.7199917E7,7.719489402E7,2024-10-24,11-16 CONSTRUCTION,1,2024-02-28,14.822932,120.726032,Malolos City,14.8467,120.8106
Luzon,Region III,Bulacan,BULACAN (FIRST LEGISLATIVE DISTRICT),HAGONOY (BULACAN),Bulacan 1st District Engineering Office,P00823361LZ,"Construction/mprovement of Flood Mitigation Structure at Tampok, Hagonoy, Bulacan",Construction of Flood Mitigation Structure,2024,24CC0184,7.719979922E7,7.71999738E7,2024-11-05,11-16 CONSTRUCTION,1,2024-03-11,14.854502,120.732189,Malolos City,14.8467,120.8106
Luzon,Region III,Bulacan,BULACAN (FIRST LEGISLATIVE DISTRICT),HAGONOY (BULACAN),Bulacan 1st District Engineering Office,P00843302LZ,"Construction of Reinforced Concrete Flood Control Structure along Labangan Channel and its tributaries, Barangay San Pedro, Hagonoy, Bulacan",Construction of Flood Mitigation Structure,2024,24CC0193,7.237478739E7,7.237405106E7,2024-11-05,TRICHES CONSTRUCTION & TRADING,1,2024-03-11,14.839372,120.751198,Malolos City,14.8467,120.8106
Luzon,Region III,Bulacan,BULACAN (FIRST LEGISLATIVE DISTRICT),HAGONOY (BULACAN),Bulacan 1st District Engineering Office,P00844501LZ,"Construction of Reinforced Concrete Flood Control Structure, Barangay Sagrada Familia (Purok 4 to Purok 5), Hagonoy, Bulacan",Construction of Flood Mitigation Structure,2024,24CC0192,6.754980471E7,6.754990128E7,2024-06-11,SYMS CONSTRUCTION TRADING,1,2024-03-11,14.815915,120.747771,Malolos City,14.8467,120.8106
Luzon,Region III,Bulacan,BULACAN (FIRST LEGISLATIVE DISTRICT),HAGONOY (BULACAN),Bulacan 1st District Engineering Office,P00844503LZ,"Construction of Reinforced Concrete Flood Control Structure, Barangay San Isidro (Purok 4 to Purok 5), Hagonoy, Bulacan",Construction of Flood Mitigation Structure,2024,24CC0188,7.719981666E7,7.71988346E7,2024-11-05,"TRIPLE 8 CONSTRUCTION & SUPPLY, INC. (FORMERLY TRIPLE 8 CONST. & SUPPLY)",1,2024-03-11,14.859176,120.74286,Malolos City,14.8467,120.8106
Luzon,Region III,Bulacan,BULACAN (FIRST LEGISLATIVE DISTRICT),HAGONOY (BULACAN),Bulacan 1st District Engineering Office,P00844505LZ,"Construction of Reinforced Concrete Flood Control Structure, Barangay San Juan (Purok 4 to Purok 5), Hagonoy, Bulacan",Construction of Flood Mitigation Structure,2024,24CC0194,7.719980539E7,7.7195463E7,2024-11-05,"TRIPLE 8 CONSTRUCTION & SUPPLY, INC. (FORMERLY TRIPLE 8 CONST. & SUPPLY)",1,2024-03-11,14.861453,120.741717,Malolos City,14.8467,120.8106
Luzon,Region III,Bulacan,BULACAN (FIRST LEGISLATIVE DISTRICT),HAGONOY (BULACAN),Bulacan 1st District Engineering Office,P00844506LZ,"Construction of Reinforced Concrete Flood Control Structure, Barangay San Miguel (Purok 7 to Purok 8), Hagonoy, Bulacan",Construction of Flood Mitigation Structure,2024,24CC0191,7.719978385E7,7.71925964E7,2025-01-03,"TRIPLE 8 CONSTRUCTION & SUPPLY, INC. (FORMERLY TRIPLE 8 CONST. & SUPPLY)",1,2024-03-11,14.858862,120.739602,Malolos City,14.8467,120.8106
Luzon,Region III,Bulacan,BULACAN (FIRST LEGISLATIVE DISTRICT),HAGONOY (BULACAN),Bulacan 1st District Engineering Office,P00824697LZ,"Construction of Revetment at Barangay Sagrada, Hagonoy, Bulacan",Construction of Revetment,2024,24CC0270,3.919979491E7,3.91993076E7,2024-10-04,MICHARIAN BUILDERS AND TRADING,1,2024-04-02,14.816524,120.748662,Malolos City,14.8467,120.8106
